binomial,photo_url,flower_present,subjectivity,gpt_color
Vicia sativa,https://inaturalist-open-data.s3.amazonaws.com/photos/235019995/medium.jpeg,YES,LOW,PINK
Solidago caesia,https://inaturalist-open-data.s3.amazonaws.com/photos/129821/medium.jpg,YES,LOW,YELLOW
Teucrium canadense,https://inaturalist-open-data.s3.amazonaws.com/photos/149183/medium.jpg,YES,LOW,PINK
Anemonastrum canadense,https://inaturalist-open-data.s3.amazonaws.com/photos/162600164/medium.jpg,YES,LOW,WHITE
Elaeagnus umbellata,https://static.inaturalist.org/photos/98619666/medium.jpeg,NO,LOW,NAN
Silybum marianum,https://static.inaturalist.org/photos/6078409/medium.jpeg,YES,LOW,PURPLE
Melilotus officinalis,https://inaturalist-open-data.s3.amazonaws.com/photos/88013424/medium.jpg,YES,LOW,WHITE
Lysimachia latifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/125642/medium.jpg,YES,LOW,WHITE
Hibiscus denudatus,https://inaturalist-open-data.s3.amazonaws.com/photos/1729532/medium.jpg,YES,LOW,PINK
Tellima grandiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/143999155/medium.jpg,YES,LOW,WHITE
Convolvulus equitans,https://inaturalist-open-data.s3.amazonaws.com/photos/132810/medium.jpg,YES,LOW,WHITE
Micranthes virginiensis,https://inaturalist-open-data.s3.amazonaws.com/photos/122872220/medium.jpg,YES,LOW,WHITE
Stylophorum diphyllum,https://inaturalist-open-data.s3.amazonaws.com/photos/8075178/medium.jpg,YES,LOW,YELLOW
Zephyranthes chlorosolen,https://inaturalist-open-data.s3.amazonaws.com/photos/4649014/medium.jpg,YES,LOW,WHITE
Trillium catesbaei,https://inaturalist-open-data.s3.amazonaws.com/photos/129894273/medium.jpg,YES,LOW,PINK
Silene virginica,https://inaturalist-open-data.s3.amazonaws.com/photos/148356/medium.jpg,YES,LOW,RED
Oenothera deltoides,https://inaturalist-open-data.s3.amazonaws.com/photos/6807811/medium.jpeg,YES,LOW,WHITE
Brodiaea coronaria,https://inaturalist-open-data.s3.amazonaws.com/photos/96888150/medium.jpeg,YES,LOW,PURPLE
Cardamine hirsuta,https://inaturalist-open-data.s3.amazonaws.com/photos/156216282/medium.jpg,YES,LOW,WHITE
Nama demissa,https://static.inaturalist.org/photos/3201724/medium.jpg,YES,LOW,PINK
Trichostema dichotomum,https://static.inaturalist.org/photos/235148340/medium.jpg,YES,LOW,BLUE
Phragmites australis,https://inaturalist-open-data.s3.amazonaws.com/photos/12470602/medium.jpg,NO,LOW,BROWN
Mohavea confertiflora,https://static.inaturalist.org/photos/1611802/medium.jpg,YES,LOW,YELLOW
Helianthus annuus,https://static.inaturalist.org/photos/110131677/medium.jpg,YES,LOW,YELLOW
Vicia villosa,https://inaturalist-open-data.s3.amazonaws.com/photos/14802341/medium.jpg,YES,LOW,PURPLE
Nicotiana obtusifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/114987734/medium.jpg,YES,LOW,WHITE
Bidens alba,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,YES,LOW,WHITE
Apocynum cannabinum,https://static.inaturalist.org/photos/106225/medium.jpg,YES,LOW,WHITE
Cirsium occidentale,https://static.inaturalist.org/photos/42197035/medium.jpg,YES,LOW,PINK
Calochortus amabilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13136/medium.jpg,YES,LOW,YELLOW
Verbesina encelioides,https://inaturalist-open-data.s3.amazonaws.com/photos/15501988/medium.jpg,YES,LOW,YELLOW
Euthamia graminifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/674748/medium.jpg,YES,LOW,YELLOW
Erythronium grandiflorum,https://inaturalist-open-data.s3.amazonaws.com/photos/14464/medium.jpg,YES,LOW,YELLOW
Rubus parviflorus,https://inaturalist-open-data.s3.amazonaws.com/photos/86340183/medium.jpg,YES,LOW,WHITE
Centaurea stoebe,https://inaturalist-open-data.s3.amazonaws.com/photos/31650669/medium.jpg,YES,LOW,PURPLE
Yucca brevifolia,https://static.inaturalist.org/photos/262955271/medium.jpg,YES,LOW,GREEN
Iris pseudacorus,https://static.inaturalist.org/photos/132791736/medium.jpeg,YES,LOW,YELLOW
Mammillaria dioica,https://static.inaturalist.org/photos/6536885/medium.jpg,YES,LOW,WHITE
Symphyotrichum cordifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/234797159/medium.jpeg,YES,LOW,WHITE
Heliotropium curassavicum,https://inaturalist-open-data.s3.amazonaws.com/photos/170929198/medium.jpg,YES,LOW,PURPLE
Hepatica americana,https://inaturalist-open-data.s3.amazonaws.com/photos/35435928/medium.jpeg,YES,LOW,BLUE
Stellaria media,https://inaturalist-open-data.s3.amazonaws.com/photos/116412091/medium.jpeg,YES,LOW,WHITE
Frangula alnus,https://inaturalist-open-data.s3.amazonaws.com/photos/11812182/medium.jpeg,NO,LOW,NAN
Liriodendron tulipifera,https://inaturalist-open-data.s3.amazonaws.com/photos/867903/medium.jpg,YES,LOW,ORANGE
Trillium cernuum,https://inaturalist-open-data.s3.amazonaws.com/photos/3807211/medium.jpg,YES,LOW,WHITE
Asclepias asperula,https://inaturalist-open-data.s3.amazonaws.com/photos/65573998/medium.jpg,YES,LOW,GREEN
Nemophila menziesii,https://inaturalist-open-data.s3.amazonaws.com/photos/40638993/medium.jpg,YES,LOW,BLUE
Lonicera maackii,https://inaturalist-open-data.s3.amazonaws.com/photos/277949422/medium.jpg,YES,LOW,WHITE
Eschscholzia minutiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/15058176/medium.jpeg,YES,LOW,YELLOW
Lysimachia quadrifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/4013208/medium.jpg,YES,LOW,YELLOW
Galanthus nivalis,https://inaturalist-open-data.s3.amazonaws.com/photos/176914826/medium.jpeg,YES,LOW,WHITE
Trichostema lanatum,https://static.inaturalist.org/photos/18128933/medium.jpg,YES,LOW,PURPLE
Malvaviscus arboreus,https://inaturalist-open-data.s3.amazonaws.com/photos/168162244/medium.jpg,YES,LOW,RED
Yucca schidigera,https://inaturalist-open-data.s3.amazonaws.com/photos/25587/medium.jpg,YES,MEDIUM,GREEN
Viburnum lantanoides,https://inaturalist-open-data.s3.amazonaws.com/photos/41832668/medium.jpg,YES,LOW,WHITE
Oxalis pes-caprae,https://inaturalist-open-data.s3.amazonaws.com/photos/5270/medium.jpg,YES,LOW,YELLOW
Trillium flexipes,https://inaturalist-open-data.s3.amazonaws.com/photos/18295248/medium.jpeg,YES,LOW,WHITE
Digitalis purpurea,https://static.inaturalist.org/photos/76233941/medium.jpg,YES,LOW,PURPLE
Caulophyllum giganteum,https://static.inaturalist.org/photos/7447966/medium.jpeg,YES,MEDIUM,BROWN
Apios americana,https://static.inaturalist.org/photos/48703126/medium.jpg,YES,LOW,PINK
Phyla nodiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/113789411/medium.jpeg,YES,MEDIUM,PINK
Verbesina alternifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/136611/medium.jpg,YES,LOW,YELLOW
Ranunculus abortivus,https://inaturalist-open-data.s3.amazonaws.com/photos/1802224/medium.jpg,YES,LOW,YELLOW
Scilla siberica,https://inaturalist-open-data.s3.amazonaws.com/photos/244856/medium.jpg,YES,LOW,BLUE
Mirabilis laevis,https://inaturalist-open-data.s3.amazonaws.com/photos/39221/medium.jpg,YES,LOW,PURPLE
Callirhoe involucrata,https://static.inaturalist.org/photos/6099856/medium.jpeg,YES,LOW,PINK
Ranunculus glaberrimus,https://inaturalist-open-data.s3.amazonaws.com/photos/274747/medium.jpg,YES,LOW,YELLOW
Primula meadia,https://inaturalist-open-data.s3.amazonaws.com/photos/9627914/medium.jpg,YES,LOW,WHITE
Distimake dissectus,https://inaturalist-open-data.s3.amazonaws.com/photos/4054547/medium.JPG,YES,LOW,WHITE
Heracleum maximum,https://inaturalist-open-data.s3.amazonaws.com/photos/137558496/medium.jpg,YES,LOW,WHITE
Mitella diphylla,https://inaturalist-open-data.s3.amazonaws.com/photos/6259/medium.jpg,YES,MEDIUM,GREEN
Corethrogyne filaginifolia,https://static.inaturalist.org/photos/589392/medium.jpg,YES,LOW,PINK
Calochortus tolmiei,https://static.inaturalist.org/photos/17626455/medium.jpg,YES,LOW,PURPLE
Allium cernuum,https://inaturalist-open-data.s3.amazonaws.com/photos/120632/medium.jpg,YES,LOW,PINK
Stellaria pubera,https://inaturalist-open-data.s3.amazonaws.com/photos/65806237/medium.jpeg,YES,LOW,WHITE
Eutrochium maculatum,https://static.inaturalist.org/photos/88787579/medium.jpeg,YES,LOW,PINK
Calochortus splendens,https://inaturalist-open-data.s3.amazonaws.com/photos/69773162/medium.jpg,YES,LOW,PINK
Eupatorium serotinum,https://inaturalist-open-data.s3.amazonaws.com/photos/1089075/medium.jpg,YES,LOW,WHITE
Geum triflorum,https://static.inaturalist.org/photos/56565956/medium.jpg,YES,LOW,PINK
Lomatium nudicaule,https://inaturalist-open-data.s3.amazonaws.com/photos/8213632/medium.jpg,YES,LOW,YELLOW
Fritillaria recurva,https://inaturalist-open-data.s3.amazonaws.com/photos/3314213/medium.JPG,YES,LOW,RED
Gaillardia aristata,https://static.inaturalist.org/photos/45640107/medium.jpg,YES,LOW,YELLOW
Calyptocarpus vialis,https://inaturalist-open-data.s3.amazonaws.com/photos/65714223/medium.jpeg,YES,LOW,YELLOW
Psorothamnus schottii,https://inaturalist-open-data.s3.amazonaws.com/photos/101780/medium.jpg,YES,LOW,PURPLE
Albizia julibrissin,https://inaturalist-open-data.s3.amazonaws.com/photos/81231318/medium.jpg,YES,LOW,PINK
Lithospermum canescens,https://inaturalist-open-data.s3.amazonaws.com/photos/33292/medium.jpg,YES,LOW,ORANGE
Monarda punctata,https://inaturalist-open-data.s3.amazonaws.com/photos/9440970/medium.jpeg,YES,LOW,PINK
Ipomopsis aggregata,https://inaturalist-open-data.s3.amazonaws.com/photos/46415397/medium.jpeg,YES,LOW,ORANGE
Oemleria cerasiformis,https://inaturalist-open-data.s3.amazonaws.com/photos/5410/medium.jpg,YES,LOW,PINK
Lonicera sempervirens,https://inaturalist-open-data.s3.amazonaws.com/photos/70049480/medium.jpg,YES,LOW,ORANGE
Hydrocotyle bonariensis,https://inaturalist-open-data.s3.amazonaws.com/photos/69571327/medium.jpg,YES,MEDIUM,GREEN
Ribes sanguineum,https://inaturalist-open-data.s3.amazonaws.com/photos/83234098/medium.jpeg,YES,LOW,PINK
Geranium molle,https://inaturalist-open-data.s3.amazonaws.com/photos/11134348/medium.jpg,YES,LOW,PURPLE
Eschscholzia parishii,https://inaturalist-open-data.s3.amazonaws.com/photos/71605/medium.jpg,YES,LOW,YELLOW
Cytisus scoparius,https://inaturalist-open-data.s3.amazonaws.com/photos/188819005/medium.jpg,YES,LOW,YELLOW
Cardamine californica,https://inaturalist-open-data.s3.amazonaws.com/photos/73565/medium.jpg,YES,LOW,PINK
Lonicera canadensis,https://inaturalist-open-data.s3.amazonaws.com/photos/71579/medium.jpg,NO,LOW,NAN
Viola canadensis,https://inaturalist-open-data.s3.amazonaws.com/photos/125678/medium.jpg,YES,LOW,WHITE
Hypoxis hirsuta,https://static.inaturalist.org/photos/105648/medium.jpg,YES,LOW,YELLOW
Lamium galeobdolon,https://inaturalist-open-data.s3.amazonaws.com/photos/72097716/medium.jpg,YES,LOW,YELLOW
Calochortus macrocarpus,https://inaturalist-open-data.s3.amazonaws.com/photos/18656/medium.jpg,YES,LOW,PURPLE
Silene vulgaris,https://inaturalist-open-data.s3.amazonaws.com/photos/9522/medium.jpg,YES,LOW,WHITE
Ratibida columnifera,https://static.inaturalist.org/photos/4324336/medium.jpg,YES,LOW,YELLOW
Corallorhiza maculata,https://inaturalist-open-data.s3.amazonaws.com/photos/48756/medium.jpg,YES,MEDIUM,MAROON
Euphorbia fendleri,https://inaturalist-open-data.s3.amazonaws.com/photos/2080246/medium.jpg,YES,MEDIUM,GREEN
Tragopogon dubius,https://inaturalist-open-data.s3.amazonaws.com/photos/42157151/medium.jpg,YES,LOW,YELLOW
Geranium carolinianum,https://inaturalist-open-data.s3.amazonaws.com/photos/63391496/medium.jpg,YES,LOW,PINK
Eriophyllum wallacei,https://inaturalist-open-data.s3.amazonaws.com/photos/99240/medium.jpg,YES,LOW,YELLOW
Triodanis perfoliata,https://inaturalist-open-data.s3.amazonaws.com/photos/7717458/medium.jpg,YES,LOW,PURPLE
Viola eriocarpa,https://static.inaturalist.org/photos/17463149/medium.jpg,YES,LOW,YELLOW
Viburnum acerifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/11426771/medium.jpg,NO,LOW,NAN
Pedicularis densiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/380675/medium.jpg,YES,LOW,RED
Oxalis violacea,https://inaturalist-open-data.s3.amazonaws.com/photos/120266744/medium.jpg,YES,LOW,PINK
Capsella bursa-pastoris,https://inaturalist-open-data.s3.amazonaws.com/photos/9103381/medium.jpg,YES,LOW,WHITE
Senecio vulgaris,https://inaturalist-open-data.s3.amazonaws.com/photos/67415508/medium.jpg,YES,LOW,WHITE
Arctostaphylos pungens,https://inaturalist-open-data.s3.amazonaws.com/photos/1636474/medium.JPG,YES,LOW,PINK
Erythranthe lewisii,https://static.inaturalist.org/photos/6637187/medium.jpg,YES,LOW,PINK
Echinocystis lobata,https://inaturalist-open-data.s3.amazonaws.com/photos/4666635/medium.jpg,NO,LOW,NAN
Ranunculus repens,https://inaturalist-open-data.s3.amazonaws.com/photos/38652836/medium.jpeg,YES,LOW,YELLOW
Eulobus californicus,https://inaturalist-open-data.s3.amazonaws.com/photos/276160/medium.jpg,YES,LOW,YELLOW
Matricaria discoidea,https://inaturalist-open-data.s3.amazonaws.com/photos/63400708/medium.jpeg,YES,LOW,GREEN
Lonicera hispidula,https://inaturalist-open-data.s3.amazonaws.com/photos/91736943/medium.jpeg,YES,LOW,PINK
Campanula rotundifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/45360024/medium.jpg,YES,LOW,PURPLE
Lysimachia terrestris,https://inaturalist-open-data.s3.amazonaws.com/photos/14911/medium.jpg,YES,LOW,YELLOW
Asimina reticulata,https://inaturalist-open-data.s3.amazonaws.com/photos/178126781/medium.jpeg,YES,LOW,WHITE
Barbarea vulgaris,https://inaturalist-open-data.s3.amazonaws.com/photos/6859942/medium.jpg,YES,LOW,YELLOW
Commelina erecta,https://inaturalist-open-data.s3.amazonaws.com/photos/4493728/medium.jpeg,YES,LOW,BLUE
Erythranthe cardinalis,https://static.inaturalist.org/photos/223307305/medium.jpg,YES,LOW,ORANGE
Coptis trifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/98772/medium.jpg,YES,LOW,WHITE
Aquilegia coerulea,https://inaturalist-open-data.s3.amazonaws.com/photos/112033022/medium.jpg,YES,LOW,PURPLE
Enemion biternatum,https://inaturalist-open-data.s3.amazonaws.com/photos/5679040/medium.jpg,YES,LOW,WHITE
Penstemon digitalis,https://inaturalist-open-data.s3.amazonaws.com/photos/35638/medium.jpg,YES,LOW,WHITE
Balsamorhiza sagittata,https://inaturalist-open-data.s3.amazonaws.com/photos/151907/medium.jpg,YES,LOW,YELLOW
Echium vulgare,https://inaturalist-open-data.s3.amazonaws.com/photos/135087647/medium.jpg,YES,LOW,BLUE
Toxicoscordion fremontii,https://static.inaturalist.org/photos/82264/medium.jpg,YES,LOW,WHITE
Sagittaria latifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/89848802/medium.jpg,YES,LOW,WHITE
Erysimum capitatum,https://inaturalist-open-data.s3.amazonaws.com/photos/42162834/medium.jpg,YES,LOW,YELLOW
Zizia aurea,https://inaturalist-open-data.s3.amazonaws.com/photos/5478606/medium.jpg,YES,LOW,YELLOW
Aesculus pavia,https://inaturalist-open-data.s3.amazonaws.com/photos/66037054/medium.jpg,YES,LOW,RED
Callicarpa americana,https://inaturalist-open-data.s3.amazonaws.com/photos/50914650/medium.jpg,NO,LOW,PURPLE
Clarkia purpurea,https://inaturalist-open-data.s3.amazonaws.com/photos/12650408/medium.jpeg,YES,LOW,PINK
Triadica sebifera,https://inaturalist-open-data.s3.amazonaws.com/photos/37457448/medium.jpeg,NO,LOW,NAN
Nuttallanthus canadensis,https://inaturalist-open-data.s3.amazonaws.com/photos/313340/medium.jpg,YES,LOW,PURPLE
Solidago bicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/547079/medium.JPG,YES,LOW,WHITE
Monoptilon bellioides,https://inaturalist-open-data.s3.amazonaws.com/photos/71551/medium.jpg,YES,LOW,WHITE
Aralia nudicaulis,https://inaturalist-open-data.s3.amazonaws.com/photos/9826797/medium.jpg,YES,LOW,GREEN
Prunus virginiana,https://inaturalist-open-data.s3.amazonaws.com/photos/146282563/medium.jpg,YES,LOW,WHITE
Asclepias viridis,https://static.inaturalist.org/photos/221023/medium.jpg,YES,LOW,GREEN
Dasiphora fruticosa,https://inaturalist-open-data.s3.amazonaws.com/photos/302097709/medium.jpeg,YES,LOW,YELLOW
Asclepias speciosa,https://inaturalist-open-data.s3.amazonaws.com/photos/21011529/medium.jpeg,YES,LOW,PINK
Ranunculus californicus,https://inaturalist-open-data.s3.amazonaws.com/photos/809331/medium.jpg,YES,LOW,YELLOW
Medicago sativa,https://inaturalist-open-data.s3.amazonaws.com/photos/137689803/medium.jpeg,YES,LOW,PURPLE
Centrosema virginianum,https://inaturalist-open-data.s3.amazonaws.com/photos/70427987/medium.jpg,YES,LOW,PURPLE
Johnstonella angustifolia,https://static.inaturalist.org/photos/181772241/medium.jpg,YES,LOW,WHITE
Claytonia sibirica,https://inaturalist-open-data.s3.amazonaws.com/photos/12326504/medium.jpg,YES,LOW,PURPLE
Hibiscus moscheutos,https://inaturalist-open-data.s3.amazonaws.com/photos/2392431/medium.jpg,YES,LOW,PINK
Muilla maritima,https://inaturalist-open-data.s3.amazonaws.com/photos/7074754/medium.jpeg,YES,LOW,WHITE
Goodyera pubescens,https://inaturalist-open-data.s3.amazonaws.com/photos/294543324/medium.png,NO,LOW,NAN
Sibbaldiopsis tridentata,https://static.inaturalist.org/photos/43939553/medium.jpeg,YES,LOW,WHITE
Fritillaria atropurpurea,https://static.inaturalist.org/photos/142014/medium.jpg,YES,MEDIUM,BROWN
Funastrum heterophyllum,https://inaturalist-open-data.s3.amazonaws.com/photos/68915335/medium.jpg,YES,LOW,PINK
Trifolium campestre,https://inaturalist-open-data.s3.amazonaws.com/photos/73248929/medium.jpg,YES,LOW,YELLOW
Erythrina herbacea,https://inaturalist-open-data.s3.amazonaws.com/photos/39154052/medium.jpeg,YES,LOW,RED
Vinca major,https://inaturalist-open-data.s3.amazonaws.com/photos/187076568/medium.jpeg,YES,LOW,PURPLE
Lapsana communis,https://inaturalist-open-data.s3.amazonaws.com/photos/206801592/medium.jpg,YES,LOW,YELLOW
Erigeron strigosus,https://inaturalist-open-data.s3.amazonaws.com/photos/176511196/medium.jpg,YES,LOW,WHITE
Oenothera biennis,https://static.inaturalist.org/photos/16944/medium.jpg,YES,LOW,YELLOW
Epipactis helleborine,https://static.inaturalist.org/photos/280900478/medium.jpeg,YES,LOW,PINK
Genista monspessulana,https://inaturalist-open-data.s3.amazonaws.com/photos/83626179/medium.jpg,NO,LOW,NAN
Lathyrus latifolius,https://inaturalist-open-data.s3.amazonaws.com/photos/155822874/medium.jpeg,YES,LOW,PINK
Cirsium texanum,https://inaturalist-open-data.s3.amazonaws.com/photos/7446527/medium.jpeg,YES,LOW,PINK
Solidago rugosa,https://inaturalist-open-data.s3.amazonaws.com/photos/94984667/medium.jpg,YES,LOW,YELLOW
Capnoides sempervirens,https://inaturalist-open-data.s3.amazonaws.com/photos/360174/medium.jpeg,YES,LOW,PINK
Symphyotrichum puniceum,https://inaturalist-open-data.s3.amazonaws.com/photos/52867255/medium.jpeg,YES,MEDIUM,PURPLE
Polemonium reptans,https://inaturalist-open-data.s3.amazonaws.com/photos/23272/medium.jpg,YES,LOW,PURPLE
Parkinsonia aculeata,https://inaturalist-open-data.s3.amazonaws.com/photos/175632736/medium.jpg,YES,LOW,YELLOW
Claytonia perfoliata,https://inaturalist-open-data.s3.amazonaws.com/photos/182808852/medium.jpeg,YES,LOW,WHITE
Acer rubrum,https://inaturalist-open-data.s3.amazonaws.com/photos/108670006/medium.jpg,NO,LOW,NAN
Clintonia andrewsiana,https://inaturalist-open-data.s3.amazonaws.com/photos/14807/medium.jpg,YES,LOW,PINK
Fritillaria biflora,https://inaturalist-open-data.s3.amazonaws.com/photos/32179669/medium.jpg,YES,MEDIUM,BROWN
Chilopsis linearis,https://inaturalist-open-data.s3.amazonaws.com/photos/3032409/medium.jpg,YES,LOW,PINK
Oclemena acuminata,https://inaturalist-open-data.s3.amazonaws.com/photos/60597/medium.jpg,YES,LOW,WHITE
Arctostaphylos patula,https://inaturalist-open-data.s3.amazonaws.com/photos/6337211/medium.jpg,YES,LOW,PINK
Trifolium subterraneum,https://inaturalist-open-data.s3.amazonaws.com/photos/128532767/medium.jpeg,YES,LOW,WHITE
Robinia pseudoacacia,https://inaturalist-open-data.s3.amazonaws.com/photos/257842284/medium.jpeg,YES,LOW,WHITE
Ajuga reptans,https://inaturalist-open-data.s3.amazonaws.com/photos/28863996/medium.jpeg,YES,LOW,BLUE
Solidago flexicaulis,https://inaturalist-open-data.s3.amazonaws.com/photos/98559/medium.jpg,YES,LOW,YELLOW
Ambrosia salsola,https://inaturalist-open-data.s3.amazonaws.com/photos/14278186/medium.jpg,YES,LOW,WHITE
Berberis aquifolium,https://static.inaturalist.org/photos/33215492/medium.jpeg,YES,LOW,YELLOW
